,측정일자,권역명,측정소명,미세먼지(㎍/㎥),초미세먼지(㎍/㎥),오존(ppm),이산화질소농도(ppm),일산화탄소농도(ppm),아황산가스농도(ppm)
162,20170107,동북권,노원구,57,41,0.005,0.055,1.1,0.006
163,20170107,동북권,도봉구,55,31,0.005,0.05,0.9,0.006
164,20170107,서남권,동작구,54,44,0.004,0.064,1.0,0.005
165,20170107,서남권,양천구,60,41,0.003,0.049,1.0,0.006
166,20170107,서남권,금천구,56,46,0.003,0.062,1.0,0.005
167,20170107,서남권,관악구,64,49,0.004,0.069,1.2,0.006
168,20170107,서남권,영등포구,51,36,0.006,0.034,1.2,0.005
169,20170107,서남권,구로구,55,33,0.005,0.041,0.9,0.006
170,20170107,서남권,강서구,58,37,0.003,0.054,0.8,0.007
171,20170107,동남권,강남구,56,34,0.004,0.047,0.6,0.005
172,20170107,동남권,서초구,59,30,0.006,0.047,0.9,0.005
173,20170107,동남권,송파구,48,31,0.005,0.044,1.0,0.006
174,20170107,동남권,강동구,53,34,0.004,0.046,0.7,0.004
175,20170108,도심권,중구,30,23,0.014,0.036,0.5,0.003
176,20170108,도심권,종로구,30,22,0.016,0.035,0.6,0.004
177,20170108,도심권,용산구,29,26,0.012,0.033,0.5,0.004
178,20170108,서북권,은평구,31,20,0.01,0.026,0.6,0.004
179,20170108,서북권,서대문구,26,18,0.027,0.022,0.5,0.005
180,20170108,서북권,마포구,34,26,0.016,0.034,0.6,0.003
181,20170108,동북권,강북구,23,19,0.022,0.024,0.5,0.006
182,20170108,동북권,노원구,31,23,0.018,0.032,0.6,0.005
183,20170108,동북권,도봉구,34,21,0.02,0.027,0.7,0.004
184,20170108,동북권,성북구,35,24,0.013,0.034,0.6,0.004
185,20170108,동북권,동대문구,36,24,0.011,0.032,0.7,0.005
186,20170108,동북권,중랑구,31,20,0.013,0.035,0.5,0.005
187,20170108,동북권,성동구,32,20,0.012,0.034,0.4,0.004
188,20170108,동북권,광진구,26,17,0.024,0.026,0.5,0.004
189,20170108,서남권,금천구,31,24,0.015,0.038,0.6,0.004
190,20170108,서남권,관악구,38,28,0.011,0.044,0.7,0.005
191,20170108,서남권,강서구,43,29,0.012,0.035,0.7,0.006
192,20170108,서남권,구로구,31,20,0.015,0.025,0.5,0.006
193,20170108,서남권,영등포구,29,21,0.014,0.022,0.8,0.004
194,20170108,서남권,동작구,31,24,0.013,0.041,0.6,0.004
195,20170108,서남권,양천구,31,19,0.009,0.034,0.6,0.005
196,20170108,동남권,서초구,33,17,0.018,0.035,0.6,0.004
197,20170108,동남권,강남구,32,18,0.012,0.032,0.5,0.005
198,20170108,동남권,송파구,28,20,0.017,0.032,0.7,0.004
199,20170108,동남권,강동구,29,19,0.016,0.031,0.6,0.004
200,20170109,도심권,용산구,53,45,0.023,0.023,0.6,0.005
201,20170109,도심권,종로구,56,46,0.028,0.022,0.6,0.005
202,20170109,도심권,중구,55,46,0.028,0.021,0.6,0.005
203,20170109,서북권,마포구,64,52,0.026,0.024,0.7,0.005
204,20170109,서북권,서대문구,65,47,0.03,0.019,0.7,0.006
205,20170109,서북권,은평구,64,48,0.016,0.016,0.7,0.004
206,20170109,동북권,노원구,52,45,0.033,0.02,0.6,0.005
207,20170109,동북권,강북구,51,45,0.038,0.012,0.6,0.006
208,20170109,동북권,도봉구,59,41,0.033,0.013,0.6,0.005
209,20170109,동북권,성북구,59,48,0.023,0.022,0.6,0.005
210,20170109,동북권,동대문구,64,47,0.021,0.018,0.7,0.005
211,20170109,동북권,중랑구,62,48,0.024,0.023,0.5,0.005
212,20170109,동북권,성동구,63,47,0.024,0.023,0.5,0.005
213,20170109,동북권,광진구,58,50,0.032,0.022,0.7,0.005
214,20170109,서남권,관악구,51,44,0.025,0.026,0.7,0.007
215,20170109,서남권,금천구,57,47,0.025,0.028,0.7,0.005
216,20170109,서남권,강서구,64,45,0.029,0.019,0.6,0.007
217,20170109,서남권,구로구,64,46,0.027,0.016,0.6,0.007
218,20170109,서남권,영등포구,61,49,0.023,0.018,0.9,0.004
219,20170109,서남권,동작구,54,46,0.029,0.023,0.6,0.005
220,20170109,서남권,양천구,59,41,0.018,0.024,0.7,0.006
221,20170109,동남권,강남구,65,46,0.025,0.021,0.6,0.006
222,20170109,동남권,서초구,60,38,0.036,0.021,0.6,0.006
223,20170109,동남권,송파구,57,41,0.032,0.02,0.7,0.005
224,20170109,동남권,강동구,65,47,0.025,0.024,0.7,0.005
225,20170110,도심권,종로구,29,16,0.023,0.022,0.4,0.004
226,20170110,도심권,중구,30,16,0.023,0.02,0.3,0.003
227,20170110,도심권,용산구,27,16,0.02,0.021,0.3,0.004
228,20170110,서북권,마포구,32,19,0.021,0.024,0.5,0.004
229,20170110,서북권,서대문구,32,15,0.025,0.019,0.5,0.006
230,20170110,서북권,은평구,33,16,0.014,0.013,0.5,0.003
231,20170110,동북권,도봉구,32,13,0.029,0.01,0.4,0.004
232,20170110,동북권,성북구,34,17,0.019,0.021,0.4,0.004
233,20170110,동북권,동대문구,34,15,0.02,0.018,0.5,0.005
234,20170110,동북권,중랑구,34,17,0.02,0.022,0.3,0.005
235,20170110,동북권,성동구,34,15,0.02,0.023,0.3,0.004
236,20170110,동북권,광진구,33,16,0.028,0.019,0.4,0.004
237,20170110,동북권,노원구,28,15,0.027,0.019,0.4,0.004
238,20170110,동북권,강북구,24,14,0.032,0.011,0.4,0.004
239,20170110,서남권,양천구,31,15,0.016,0.022,0.5,0.005
240,20170110,서남권,관악구,31,19,0.022,0.026,0.4,0.006
241,20170110,서남권,동작구,29,17,0.024,0.021,0.4,0.004
242,20170110,서남권,영등포구,34,16,0.019,0.018,0.7,0.004
243,20170110,서남권,구로구,31,15,0.02,0.016,0.3,0.006
244,20170110,서남권,강서구,34,15,0.025,0.02,0.3,0.006
245,20170110,서남권,금천구,30,17,0.022,0.025,0.5,0.005
246,20170110,동남권,송파구,30,13,0.027,0.018,0.4,0.005
247,20170110,동남권,강남구,32,14,0.02,0.021,0.4,0.005
248,20170110,동남권,서초구,32,12,0.028,0.023,0.4,0.005
249,20170110,동남권,강동구,36,16,0.021,0.023,0.4,0.004
250,20170111,도심권,종로구,22,11,0.016,0.03,0.4,0.004
251,20170111,도심권,중구,24,14,0.015,0.032,0.3,0.004
252,20170111,도심권,용산구,22,13,0.013,0.029,0.4,0.004
253,20170111,서북권,마포구,27,16,0.014,0.034,0.5,0.004
254,20170111,서북권,서대문구,25,12,0.018,0.025,0.5,0.006
255,20170111,서북권,은평구,26,13,0.01,0.018,0.7,0.002
256,20170111,동북권,성북구,26,11,0.013,0.032,0.4,0.004
257,20170111,동북권,노원구,19,8,0.018,0.029,0.5,0.004
258,20170111,동북권,강북구,17,10,0.022,0.022,0.4,0.004
259,20170111,동북권,도봉구,24,10,0.021,0.022,0.5,0.005
260,20170111,동북권,동대문구,24,11,0.015,0.028,0.6,0.005
261,20170111,동북권,중랑구,27,11,0.014,0.031,0.4,0.005
262,20170111,동북권,성동구,25,11,0.013,0.033,0.4,0.004
263,20170111,동북권,광진구,25,10,0.019,0.03,0.5,0.005
264,20170111,서남권,양천구,23,11,0.009,0.031,0.5,0.005
265,20170111,서남권,강서구,28,12,0.015,0.032,0.4,0.006
266,20170111,서남권,구로구,25,12,0.013,0.023,0.2,0.006
267,20170111,서남권,영등포구,27,13,0.014,0.021,0.7,0.005
268,20170111,서남권,동작구,22,14,0.017,0.03,0.4,0.004
269,20170111,서남권,관악구,26,19,0.015,0.037,0.5,0.007
270,20170111,서남권,금천구,23,15,0.015,0.034,0.5,0.005
271,20170111,동남권,송파구,24,10,0.019,0.026,0.4,0.004
272,20170111,동남권,강남구,25,11,0.014,0.029,0.4,0.004
273,20170111,동남권,서초구,25,10,0.018,0.03,0.4,0.005
274,20170111,동남권,강동구,27,12,0.014,0.032,0.5,0.004
275,20170112,도심권,용산구,27,17,0.016,0.026,0.4,0.004
276,20170112,도심권,종로구,27,15,0.018,0.029,0.4,0.004
277,20170112,도심권,중구,28,17,0.018,0.028,0.4,0.004
278,20170112,서북권,서대문구,30,16,0.02,0.024,0.6,0.006
279,20170112,서북권,은평구,30,17,0.012,0.018,0.8,0.003
280,20170112,서북권,마포구,32,22,0.016,0.032,0.6,0.005
281,20170112,동북권,광진구,31,17,0.02,0.032,0.5,0.005
282,20170112,동북권,성북구,31,16,0.014,0.033,0.6,0.004
283,20170112,동북권,성동구,29,15,0.018,0.026,0.4,0.004
284,20170112,동북권,중랑구,31,17,0.014,0.033,0.4,0.005
285,20170112,동북권,동대문구,31,15,0.015,0.029,0.6,0.005
286,20170112,동북권,도봉구,29,14,0.02,0.026,0.4,0.005
287,20170112,동북권,노원구,25,15,0.018,0.031,0.6,0.004
288,20170112,동북권,강북구,21,14,0.024,0.022,0.5,0.004
289,20170112,서남권,강서구,32,16,0.016,0.03,0.4,0.006
290,20170112,서남권,구로구,32,18,0.015,0.022,0.4,0.006
291,20170112,서남권,영등포구,32,17,0.013,0.023,0.8,0.005
292,20170112,서남권,동작구,28,19,0.021,0.026,0.4,0.004
293,20170112,서남권,관악구,31,20,0.017,0.035,0.5,0.006
294,20170112,서남권,금천구,30,18,0.017,0.031,0.5,0.004
295,20170112,서남권,양천구,31,16,0.012,0.029,0.5,0.005
296,20170112,동남권,서초구,30,13,0.02,0.024,0.4,0.004
297,20170112,동남권,강동구,33,17,0.015,0.033,0.5,0.004
298,20170112,동남권,송파구,33,14,0.018,0.028,0.6,0.005
299,20170112,동남권,강남구,30,15,0.015,0.028,0.4,0.004
300,20170113,도심권,중구,28,13,0.024,0.018,0.3,0.003
301,20170113,도심권,용산구,25,13,0.019,0.021,0.3,0.004
302,20170113,도심권,종로구,28,12,0.024,0.019,0.3,0.003
303,20170113,서북권,서대문구,33,13,0.026,0.017,0.5,0.006
304,20170113,서북권,마포구,31,16,0.022,0.022,0.5,0.004
305,20170113,서북권,은평구,32,13,0.014,0.011,0.7,0.002
306,20170113,동북권,중랑구,31,13,0.02,0.021,0.3,0.005
307,20170113,동북권,성동구,29,13,0.021,0.021,0.4,0.004
308,20170113,동북권,광진구,28,11,0.026,0.02,0.4,0.004
309,20170113,동북권,노원구,24,11,0.026,0.018,0.4,0.003
310,20170113,동북권,도봉구,30,11,0.027,0.013,0.6,0.005
311,20170113,동북권,강북구,24,11,0.03,0.011,0.4,0.004
312,20170113,동북권,성북구,26,12,0.019,0.02,0.4,0.004
313,20170113,동북권,동대문구,31,12,0.019,0.019,0.5,0.004
314,20170113,서남권,양천구,29,11,0.015,0.021,0.4,0.004
315,20170113,서남권,관악구,29,17,0.02,0.027,0.4,0.006
316,20170113,서남권,동작구,26,13,0.023,0.021,0.4,0.003
317,20170113,서남권,영등포구,32,14,0.017,0.018,0.6,0.005
318,20170113,서남권,구로구,31,14,0.02,0.016,0.4,0.005
319,20170113,서남권,강서구,33,12,0.023,0.019,0.4,0.005
320,20170113,서남권,금천구,27,13,0.021,0.024,0.4,0.004
321,20170113,동남권,송파구,40,11,0.026,0.018,0.4,0.004
322,20170113,동남권,강동구,32,13,0.023,0.02,0.4,0.004
323,20170113,동남권,강남구,32,12,0.019,0.021,0.4,0.004
324,20170113,동남권,서초구,32,10,0.021,0.022,0.4,0.004
325,20170114,도심권,종로구,36,9,0.025,0.012,0.3,0.003
326,20170114,도심권,중구,44,12,0.025,0.011,0.3,0.003
327,20170114,도심권,용산구,35,12,0.021,0.014,0.3,0.003
328,20170114,서북권,서대문구,51,11,0.026,0.015,0.5,0.006
329,20170114,서북권,은평구,48,13,0.014,0.007,0.9,0.002
330,20170114,서북권,마포구,42,15,0.023,0.016,0.4,0.004
331,20170114,동북권,성북구,50,13,0.021,0.013,0.3,0.004
332,20170114,동북권,노원구,34,8,0.026,0.012,0.4,0.002
333,20170114,동북권,강북구,35,9,0.032,0.005,0.3,0.003
334,20170114,동북권,도봉구,47,9,0.027,0.008,1.0,0.004
335,20170114,동북권,동대문구,46,11,0.025,0.011,0.5,0.004
336,20170114,동북권,중랑구,46,13,0.021,0.015,0.3,0.005
337,20170114,동북권,성동구,48,12,0.026,0.012,0.4,0.004
338,20170114,동북권,광진구,43,9,0.029,0.013,0.4,0.004
339,20170114,서남권,양천구,38,10,0.017,0.016,0.4,0.004
340,20170114,서남권,관악구,36,16,0.022,0.019,0.4,0.006
341,20170114,서남권,동작구,38,12,0.025,0.014,0.3,0.003
342,20170114,서남권,영등포구,48,13,0.019,0.014,0.5,0.005
343,20170114,서남권,구로구,47,16,0.02,0.011,0.4,0.005
344,20170114,서남권,강서구,48,11,0.026,0.012,0.3,0.005
345,20170114,서남권,금천구,38,13,0.022,0.017,0.4,0.004
346,20170114,동남권,송파구,47,10,0.028,0.012,0.3,0.005
347,20170114,동남권,강남구,48,10,0.022,0.013,0.3,0.004
348,20170114,동남권,서초구,50,12,0.024,0.014,0.4,0.004
349,20170114,동남권,강동구,51,11,0.024,0.014,0.4,0.004
350,20170115,도심권,종로구,24,12,0.018,0.021,0.4,0.003
351,20170115,도심권,중구,26,14,0.018,0.022,0.3,0.003
352,20170115,도심권,용산구,23,13,0.014,0.021,0.3,0.003
353,20170115,서북권,서대문구,29,14,0.019,0.021,0.6,0.005
354,20170115,서북권,은평구,28,15,0.01,0.012,1.0,0.002
355,20170115,서북권,마포구,30,18,0.017,0.023,0.5,0.004
356,20170115,동북권,성동구,29,13,0.015,0.024,0.4,0.004
357,20170115,동북권,도봉구,29,13,0.02,0.017,0.7,0.004
358,20170115,동북권,동대문구,28,13,0.016,0.023,0.6,0.004
359,20170115,동북권,성북구,28,13,0.013,0.027,0.5,0.004
360,20170115,동북권,노원구,24,13,0.019,0.022,0.6,0.003
361,20170115,동북권,강북구,22,12,0.021,0.017,0.5,0.004
362,20170115,동북권,광진구,26,12,0.021,0.023,0.5,0.004
363,20170115,동북권,중랑구,30,13,0.014,0.024,0.4,0.005
364,20170115,서남권,양천구,25,12,0.011,0.023,0.5,0.004
365,20170115,서남권,금천구,24,14,0.015,0.026,0.5,0.004
366,20170115,서남권,관악구,28,20,0.014,0.031,0.5,0.006
367,20170115,서남권,동작구,24,15,0.017,0.024,0.4,0.003
368,20170115,서남권,영등포구,29,15,0.014,0.018,0.6,0.005
369,20170115,서남권,구로구,28,14,0.014,0.018,0.5,0.005
370,20170115,서남권,강서구,28,13,0.019,0.02,0.4,0.006
371,20170115,동남권,강동구,31,14,0.016,0.024,0.5,0.004
372,20170115,동남권,강남구,30,13,0.014,0.024,0.4,0.004
373,20170115,동남권,서초구,28,12,0.018,0.021,0.4,0.004
374,20170115,동남권,송파구,27,13,0.018,0.021,0.4,0.004
375,20170116,도심권,중구,44,26,0.005,0.048,0.6,0.004
376,20170116,도심권,용산구,36,23,0.007,0.034,0.6,0.004
377,20170116,도심권,종로구,42,26,0.007,0.045,0.7,0.004
378,20170116,서북권,서대문구,47,23,0.008,0.033,0.8,0.006
379,20170116,서북권,은평구,42,22,0.005,0.033,1.1,0.003
380,20170116,서북권,마포구,45,27,0.005,0.048,0.8,0.004
381,20170116,동북권,도봉구,48,22,0.008,0.038,0.0,0.005
382,20170116,동북권,성북구,48,25,0.005,0.048,0.9,0.005
383,20170116,동북권,동대문구,50,24,0.007,0.042,0.8,0.005
384,20170116,동북권,중랑구,50,26,0.008,0.038,0.6,0.005
385,20170116,동북권,성동구,48,24,0.008,0.04,0.6,0.004
386,20170116,동북권,광진구,45,28,0.01,0.042,0.8,0.005
387,20170116,동북권,노원구,44,26,0.009,0.043,0.9,0.005
388,20170116,동북권,강북구,34,21,0.009,0.035,0.7,0.004
389,20170116,서남권,양천구,43,23,0.003,0.042,0.8,0.005
390,20170116,서남권,관악구,47,35,0.005,0.062,0.9,0.008
391,20170116,서남권,동작구,44,31,0.005,0.052,0.8,0.004
392,20170116,서남권,영등포구,47,26,0.007,0.028,0.9,0.005
393,20170116,서남권,구로구,51,27,0.004,0.034,0.8,0.007
394,20170116,서남권,강서구,47,23,0.006,0.043,0.6,0.006
395,20170116,서남권,금천구,47,32,0.004,0.055,0.8,0.005
396,20170116,동남권,송파구,58,31,0.006,0.042,1.0,0.006
397,20170116,동남권,강남구,52,25,0.006,0.041,0.6,0.005
398,20170116,동남권,강동구,60,29,0.006,0.046,0.9,0.004
399,20170116,동남권,서초구,51,23,0.006,0.04,0.7,0.005
400,20170117,도심권,종로구,64,52,0.003,0.067,1.2,0.006
401,20170117,도심권,중구,72,51,0.002,0.069,1.1,0.006
402,20170117,도심권,용산구,59,43,0.003,0.049,1.1,0.006
403,20170117,서북권,서대문구,72,42,0.005,0.048,0.9,0.007
